843434192367637_1490718074305909,"הוא לא גידל אותם, אלא אכל דורבן. 
לא כתוב מה עלה בגורלו אח״כ.
(ברזיל)",http://bit.ly/2noiZVC,"אכל עקיצה: מה גרם לנחש לגדל קוצים?

http://bit.ly/2noiZVC"
843434192367637_1487343487976701,"מורידים אותה מהאוויר.
באזינגה!
עונות 11 ו12 בדרך. יעלו לשידור בסתיו הקרוב.",http://bit.ly/2n7ByMO,"בשורה לאוהבי "המפץ הגדול" >>> bit.ly/2n7ByMO"
843434192367637_1487245671319816,"העז להיות הומו בפומבי.
הומופובים ועוזריהם פחות התחברו.",http://bit.ly/2o6K6VH,"אסי עזר העלה לרשת תמונה לוהטת במיוחד שלו עם בן זוגו אלברט – ועורר סערה

http://bit.ly/2o6K6VH

(צילום: פלאש 90)"
843434192367637_1487240587986991,"אייל ברקוביץ׳ כועס עליו שגם 10 שנים אחרי שפרש, איינשטיין המשיך ללכלך עליו.
ואז ירד על התסרוקת שלו.
Class act",http://bit.ly/2nXxNy9,"שמעתם את זה? התבטאות מזעזעת בשידור חי נגד מאיר איינשטיין ז"ל 

http://bit.ly/2nXxNy9

(צילום: ראובן קסטרו)"
843434192367637_1487234257987624,"בניו יורק. חוצה את יבשת אירופה אל עבר ניו יורק.

לא אצלינו.",http://bit.ly/2o6dAmH,"ענקית השופינג חוצה יבשות: סניף חדש של פרימרק נפתח – קבלו הצצה

http://bit.ly/2o6dAmH"
843434192367637_1486761871368196,"1. לקרוא ספר
2. ליהנות מארוחה קלה
3. לומר שלום לאדם שיושב לידכם
4. מדיטציה
5. להתלבט במשך שעה במה לצפות במסך של המטוס
6. להעריך את נס התעופה
7. לנהל דיון קדמוני מהעידן שלפני האינטרנט
8. לכבוש את המסעד לזרוע
9. לדמיין שהמגש הוא מקלדת
10. לקנות את כל חנות הדיוטי-פרי על המטוס
11. להרהר על משמעות החיים
12. לחשוב על סיבות מדוע לא הבאתם לפטופ או טאבלט לטיסה",http://www.calcalist.co.il/world/articles/0,7340,L-3710295,00.html?utm_source=Facebook&utm_medium=Social&utm_campaign=calcal,"      "
843434192367637_1486670104710706,"בחירות (אמר Oren Hazan בראיון)",http://bit.ly/2o6j54G,"אורן חזן תוקף: אם זה יקרה, נתניהו יאבד את הכיסא http://bit.ly/2o6j54G"
843434192367637_1486501261394257,""כדי לצאת גברים"",http://bit.ly/2nWv1JK,"נזק כבד נגרם לאוטובוס על ידי ילדים בני 9-14 - לאחר שנעצרו על ידי המשטרה הם הסבירו את מעשיהם בצורה הכי מכעיסה שיש >>> bit.ly/2nWv1JK"
843434192367637_1486465254731191,"בתגובות",http://bit.ly/2n6LAOZ,"בר רפאלי פרסמה את התמונה הגרועה בתולדותיה http://bit.ly/2n6LAOZ"
843434192367637_1486374124740304,"פרצוף מצחקק (חיוך עם יד שמכסה את הפה), אישה שראשה עטוף בכיסוי ראש, גבר עם זקן, אישה מניקה, קוסם וקוסמת, פיה (בגרסאות גבר ואישה), ערפד (בגרסאות גבר ואישה), בת-ים ובן-ים, אלף (לא האות, זה משר הטבעות), ג'יני (זכר ונקבה), זומבי (זכר ונקבה), צעיף, כפפות, מעיל, גרביים, כובע מצחייה, זברה, ג'ירפה, קיפוד, צרצר, קערת אוכל עם כפית, קופסת שימורים, עוגיית מזל, קופסת אוכל, צ'ופסטיקס, מזחלת ועוד + בתגובות",http://www.mako.co.il/nexter-internet/Article-b62f79fd9890b51006.htm?utm_source=Facebook&utm_medium=MakoPage&utm_campaign=OngoingActivity&Partner=FacebookMako,""
843434192367637_1486353161409067,"'מבקשת מהקב"ה שייתן לו מאור עיניים'.",http://bit.ly/2nBlDdu,"משפחתו של אביחי אוחנה שולפת את הקלף הסודי: סבתא סוליקה במסר מרגש. צפו

http://bit.ly/2nBlDdu"
843434192367637_1486313454746371,"נשמע בדיוק כמו Forty Six & 2 של Tool.
סתם, מזכיר שיר בשם "מזל" של הזמרת המרוקאית סמירה סעיד.",http://bit.ly/2nWcddz,"האם השיר החדש של עומר אדם ואייל גולן מועתק? האזינו ושפטו בעצמכם

http://bit.ly/2nWcddz"
843434192367637_1486259241418459,"הלכו מכות",http://bit.ly/2n4yill,"הלם בבית החולים: לעיני המטופלים והצוות, זה מה שעשו שני רופאים ישראלים >>> bit.ly/2n4yill 
(צילום אילוסטרציה: רועי קסטרו)"
843434192367637_1486233248087725,""גופתו הייתה עוד חמה, עיניו היו פקוחות לרווחה"
"קודם כל ראיתי את אווה, היא שכבה על הרצפה וראשה פנה להיטלר, עיניו היו פקוחות לרווחה וראשו היה שמוט מטה"",http://bit.ly/2nVuI1N,"העד האחרון: שומר הראש של היטלר שמצא את גופתו חושף פרטים חדשים על רגעיו האחרונים

http://bit.ly/2nVuI1N"
843434192367637_1485782008132849,"3 ביולי*. 

*כך מסתמן והובא לידיעת מערכת וואלה, כלומר אי אפשר לקנות עדיין כרטיסים, כלומר דבר עדיין אינו רשמי, כלומר - שום דבר לא באמת ״נחשף״ עדיין. שיגעון.",http://e.walla.co.il/item/3051662,"ידענו שבריטני ספירס צפויה להגיע לישראל בקיץ הקרוב, וביום שלישי אף תיערך מסיבת עיתונאים עם הכרזה על כל הפרטים, אבל בינתיים כבר אפשר לספר מתי ואיפה זה יקרה"
843434192367637_1485767008134349,"תוכן למבוגרים (טורקיה).",http://bit.ly/2nnDap6,"מבוכה ענקית: זה מה שהושמע בכריזת המואזין במקום קריאה לתפילה >>> http://bit.ly/2nnDap6
(צילום: GettyImages)"
843434192367637_1485690764808640,"העמ;לק זה תמונה של יגאל (פאקינג) עדיקא עם טחינה נוזלת עד המרפק (קלללללל)
האמ;לק בתגובות.",http://bit.ly/2nTOqL4,"איך מעיין אשכנזי נראתה לפני הניתוחים?>> http://bit.ly/2nTOqL4"
843434192367637_1485658641478519,"לא",https://www.facebook.com/kanbeharaza/videos/1935915869961263/,"האם מותר על פי ההלכה לסרס כלבים? #כאן_עונים"
843434192367637_1485289894848727,"המחווה הייתה סרטים שחורים שלבשו שחקני הנבחרת (צעד מבורך מכובד ומרגש), ולא המשחק עצמו כפי שהכותרת מרמזת.

הדבר המביך היחיד זה השימוש במאיר איינשטיין ז"ל לקליקבייט.",http://mako.co.il/video-blogs-zohar-israel/Article-75ce764dce6fa51006.htm?utm_source=Facebook&utm_medium=MakoPage&utm_campaign=OngoingActivity&Partner=FacebookMako,"זוהר ישראל סוגר שבוע בספורט"
843434192367637_1484332878277762,"מזל טוב נסרין קדרי - Nasreen Qadri, ברכות נועה קירל NOA KIREL והפקת הפסטיגל חושקת באליאנה תדהר.",http://bit.ly/2nOUVyO,"הזמרת נסרין קדרי נכנסה לניתוח פלסטי ויצאה עם חזה חדש • נועה קירל מקבלת סדרה חדשה ומי מחזר אחרי אליאנה תדהר? >>> bit.ly/2nOUVyO
(צילום: רונן אקרמן)"
843434192367637_1484329348278115,"תמיכה חברתית-קהילתית 👫",http://www.themarker.com/markerweek/1.3950770," "
843434192367637_1484269634950753,"זה מהלך שיווקי, מדובר בפרסומת לישראכרט (ככל הנראה).
האמת שממש קיוויני שזאת פרסומת לשירות דואר חדש.",https://www.facebook.com/keshet.mako/videos/10155568568778797/,"ישיר מהשטח: מה קורה במתחם הבימה בתל אביב"
843434192367637_1483827178328332,"עריכה:
לפני כמה דקות פורסם, כנראה באופן רשמי הפעם, יהי זכרו ברוך

http://www.ynet.co.il/articles/0,7340,L-4890285,00.html

______________________________
הפוסט הקודם:

מאיר איינשטיין חי!

בשעות האחרונות הרשת גועשת בגלל ידיעה שיקרית על מותו, ידיעה שהפכה לוויראלית, רוב מערכות העיתונים הגדולות נפלו בזה, פרסמו ומחקו.

במקביל המשפחה הוציאה הצהרה: ״הפרסומים שגויים, זו חוצפה ושערוריה שמרשים לעצמם לפרסם שקרים״.

(זה פחות אמ;לק ויותר שירות לציבור)",http://www.ynet.co.il/articles/0,7340,L-4890285,00.html,""
843434192367637_1483444331699950,"רימון הלם הושלך לבניין בשדרות רוטשילד בתל אביב. בבניין גרה גם משפחת אהרוני.
הרימון לא כוון לדירה ספציפית.
אמ;לק טרם מצאו קצה חוט לתשובה לשאלה "איזה קצה חוט מצאה המשטרה?". נעדכן.",http://bit.ly/2nVhAq8,"הסוף לשמועות? המשטרה מצאה קצה חוט בפרשת רימון ההלם http://bit.ly/2nVhAq8"
843434192367637_1483412798369770,""הוא (אלביס) דווקא הגיע", אמר. "אנחנו דווקא הברזנו".

מדהים.",http://e.walla.co.il/item/3051245?utm_source=facebook&utm_campaign=clicks_to_page&utm_medium=socialfeed&utm_term=social&utm_content=entertainmentpage,"בריאיון מקיף שפורסם באתר שלו, סיפר המוזיקאי וזוכה פרס נובל על געגועיו לליאונרד כהן, על התקרית שקרתה עם ג'ורג' האריסון ואלביס פרסלי ועל ההערצה לאיימי ווינהאוס"
843434192367637_1483404938370556,"הצרפתי גם הכי טעים, וגם הכי זול.
האירי מקום שני בטעם ובמחיר.
הישראלי הכי יקר והכי פחות טוב מהשלושה (אם כי עדיין טעים).",http://bit.ly/2nNTOzy,"האם הבשר הטרי מצרפת ומאירלנד, שעולה עד 40 שקלים לקילו פחות, טעים יותר מהבשר הטרי הישראלי? 
נגה ניר נאמן והשף שאול בן אדרת בישלו, טעמו ובדקו - והנה גזר הדין >> http://bit.ly/2nNTOzy
ברקוד Barcode"
843434192367637_1483379518373098,"העלתה תמונות שלה מקמפיין לחברת אופנה בהן היא עונדת עגיל ארוך בצורת צלב.",http://bit.ly/2nUT60m,""אכזבה", "כואב הלב", "התדרדרה": למה קורל סימנוביץ קיבלה תגובות נאצה ברשת?
http://bit.ly/2nUT60m"
843434192367637_1483292035048513,"החל מה1.6 כל הנפקה או חידוש תעודה תחייב הצטרפות למאגר הביומטרי. חייבים למסור תמונת פנים (כדי לקבל תעודה ל5 שנים) או להוסיף טביעות אצבע (ל10 שנים). עד אז אפשר להוציא תעודות רגילות.
האצבע - שלא תיכנס למאגר הביומטרי, רוצים להוסיף משהו?",http://www.calcalist.co.il/internet/articles/0,7340,L-3710194,00.html?utm_source=Facebook&utm_medium=Social&utm_campaign=calcal,"אילו פרטים חייבים למסור, האם יש דרך להימנע מכניסה למאגר ומה קורה עד כניסת התקנות החדשות לתוקף? כל מה שצריך לדעת על התקנות שמחייבות אתכם להצטרף למאגר"
843434192367637_1482644238446626,"22 ימים",http://www.haaretz.co.il/blogs/misgav/.premium-1.3948711,"נחשו כמה ימים שהה נתניהו בחו"ל בחודש וחצי האחרונים? // אורי משגב
http://www.haaretz.co.il/blogs/misgav/.premium-1.3948711
(סט הצילומים המרהיב והטרי מחומת סין היום - של חיים צח/לע"מ)"
843434192367637_1482576801786703,"אין מה ״להכיר״ כי זו לא עיר באמת. 
על פי הלמ״ס יש בישראל היום כ-110 אלף דירות ריקות. זה שקול לכמות תושבים שיכולה למלא עיר גדולה בישראל.

אהלן, הכלכלה האמיתית, תמשיכו במה שאתם עושים רק שחררו את הקליקבייטים. אוקי, בוס?",http://www.amitit.co.il/%D7%A2%D7%99%D7%A8-%D7%94%D7%A8%D7%A4%D7%90%D7%99%D7%9D-%D7%9E%D7%90%D7%99%D7%99%D7%9E%D7%AA-%D7%A2%D7%9C-%D7%91%D7%95%D7%A2%D7%AA-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,"על פי הלמס יש היום בישראל כמות דירות ריקות בגודל של עיר גדולה. כחלון הבטיח כי ישחרר את הדירות האלו לשוק השכירות והמכירה אך חזר בו החודש."
843434192367637_1482281251816258,"כי זה פשוט לא עוזר. חיידקים מסוגלים לעבור דרך החורים הזעירים שבנייר. ובכל מקרה, הסיכוי להידבק במשהו בגלל אסלה - אפסי. ואילו דווקא הנייר משמש כקרקע פוריה לריבוי חיידקים.",http://healthy.walla.co.il/item/3050505?utm_source=facebook&utm_campaign=clicks_to_page&utm_medium=socialfeed&utm_term=social&utm_content=newspage,"אם אתם קוראים את זה *אחרי* שהתיישבתם, יכול להיות שמאוחר מדי..."
843434192367637_1482218331822550,"ניצלו = שרדו.
דידי מנוסי מתהפך בקברו.

תודה ל-Omri Shental על ההלשנה.",http://bit.ly/2nPinJd,"מטוס התרסק ועלה באש בדרום סודן - כל הנוסעים ניצלו
http://bit.ly/2nPinJd"
843434192367637_1481706111873772,"לא. (לא נכנסו לכתבה).
אחלה כותרת לפוסט אחלה כותרת לפוסט אחלה כותרת לפוסט וואלה! חדשות
אומ;לק באדיבות Shiran Bakal",http://news.walla.co.il/item/3049928?utm_source=facebook&utm_campaign=clicks_to_page&utm_medium=socialfeed&utm_term=social&utm_content=newspage,"אין דבר כזה רוחות רפאים אין דבר כזה רוחות רפאים אין דבר כזה רוחות רפאים אין דבר כזה רוחות רפאים אין דבר כזה רוחות רפאים אין דבר כזה רוחות רפאים"
843434192367637_1481699868541063,"כלום",http://www.mako.co.il/men-mirror/Article-ce7752a318cea51006.htm?utm_source=Facebook&utm_medium=MakoPage&utm_campaign=OngoingActivity&Partner=FacebookMako,""
843434192367637_1481465135231203,"הוא עצמו. למרות שהאשים את פקודיו וכך הפך לשליט יחיד.
200 שנים והפוליטיקה לא משתנה.

אבל כנסו לקישור, זה מוגש בצורה מעניינת.",http://napoleon.nli.org.il/heb,"רגע אחרי שחגג יום הולדת 28 בכיבוש איטליה, יצא נפוליאון למסע למזרח התיכון במטרה אחת - להמשיך את סדרת הניצחונות המפוארים. הסוף ידוע לכל, אבל מי גרם לכך?"
843434192367637_1481196731924710,"רק בטיסות שנכנסות לארה"ב ממדינות מוסלמיות ורק לתא הנוסעים.
בינתיים טיסות אלעל בסדר.",http://bit.ly/2nEUeIf,"בשל התרעת טרור: לא יורשו בתא הנוסעים מכשירים אלקטרונים גדולים יותר מטלפון סלולרי"
843434192367637_1481148185262898,"יתכן כי אפליקציית הפנס (לא זו המובנת באנדרואיד) כוללת רוגלה העוקבת אחריכם.
האמת? חדשות ישנות ופחות מאיימות מקליקבייט של ישראל היום",http://bit.ly/2n2L2KC,"משתמשים באפליקציית פנס במכשיר הסלולר? כדאי מאוד שתקראו את זה >>> bit.ly/2n2L2KC"
843434192367637_1480574778653572,"השוטר התוקף יעמוד לדין.",http://bit.ly/2nDCZHy,"פרסום ראשון: שנתיים לאחר תיעוד תקיפת החייל שעורר סערה - היועמ"ש הודיע על החלטתו בפרשה

http://bit.ly/2nDCZHy"
843434192367637_1480323995345317,"אביתר בנאי, אורפנד לנד, ג'נגו, יעל דקלבאום וה- Women Peace Ensemble, אלון עדר, הילה רוח, מידנייט פיקוקס, נועם בנאי, באטרינג טריו עם אסתר רדא, גלעד כהנא עם מאלוקס, OPMOC (בלגיה), JMO (סנגל/שוויץ), The Roaring 420's (גרמניה), Bigfoot, מיקה שדה, Music from the Blue Desert (יוסי פיין, בן איילון, חיים לרוז), אלי מגן, The Girls (שרון קנטור, אדם שפלן ורם אוריון), גל דה פז, אוזו בזוקה, הפוסי של לוסי, ועדת חריגים ועוד.",http://timeout.co.il/ps/320912,"אוהל ✔
עראק ✔
הופעות מעולות ✔"
843434192367637_1480303332014050,"ריבועים מעצבנים עם לינק באמצע הסרטון",http://www.mako.co.il/nexter-internet/media-youtube/Article-db97a3be736ea51006.htm?utm_source=Facebook&utm_medium=MakoPage&utm_campaign=OngoingActivity&Partner=FacebookMako,""
843434192367637_1480256918685358,"עברה אונס שבעקבותיו לא התגייסה לצה"ל.

לא בטוחים מה יותר נמוך כאן - קליקבייט טראומה של 360 או רייטינג לאח הגדול על גב אונס.",http://bit.ly/2nzZb5q,""הילדה הזאת גרמה לי לבכות": שני גולדשטיין חשפה בפני שרון גל את הסוד הנורא שהסתירה לאורך כל העונה - וגרמה לסערה

http://bit.ly/2nzZb5q

(קדריטים: ינאי יחיאל, פיני סילוק וינאי יחיאל)"
843434192367637_1480202552024128,""אין ספק שתשתיות הטרור בעיקר הממוסדות, בדגש על חמאס, ינסו להתסיס את השטח ולבצע פיגועים."",http://bit.ly/2mjVBMv,"ראש השב"כ בהתראה לקראת חג הפסח >>> bit.ly/2mjVBMv
(צילום: אוריה תדמור)"
843434192367637_1480202458690804,"1. נורבגיה
2. דנמרק
3. איסלנד
4. שוויץ
5. פינלנד
6. הולנד
7. קנדה
8. ניו זילנד
9. אוסטרליה
10. שבדיה

ומי נמצא מתחת לישראל (שנמצאת במקום ה-11)? שאר המדינות בעולם, כאילו דה.",http://bit.ly/2n5MhKF,"מי הן עשר המדינות המאושרות בעולם? ומי נמצא מתחת לישראל? >>"
843434192367637_1478900022154381,"עם אמא שלה (ועוד...).
מדובר בתוכנית סטייל ג'רי ספרינגר. משחק מאופק בתגובות.",http://bit.ly/2mIKGYI,"גילתה בטלוויזיה שהחבר שלה בוגד בה. אבל אז היא גילתה עם מי http://bit.ly/2mIKGYI"
843434192367637_1478170538893996,"המקצוע שנעלם: מפעיל מעליות.
היום פשוט לוחצים על הכפתור הרצוי. פעם היה צריך בן אדם בשביל זה.",http://www.themarker.com/wallstreet/1.3935656,"איך כפתור קטן חיסל מקצוע שלם? סיפור יוצא מן הכלל (שמעיד על הכלל)"
843434192367637_1478012715576445,"ימנע את עליית תאגיד השידור הציבורי גם במחיר הליכה מחדש לבחירות.
אמ;לק לעיתונים מחר:
ישראל היום: כחלון אשם.
ידיעות: ביבי אשם.
אמ;לק - מתרחקים כמו מאש.",http://bit.ly/2n940Bs,""שיניתי את דעתי": נתניהו בהודעה דרמטית על השידור הציבורי בישראל 

http://bit.ly/2n940Bs

(צילום: epa)"
843434192367637_1478001462244237,"בימים הראשונים של חודש יולי. בפארק הירקון.
ווי אר סו אקסייטד ווי אר אין טו דיפ.",http://bit.ly/2mUWpnQ,"רשמית: בריטני ספירס תופיע בקיץ בישראל
‏http://bit.ly/2mUWpnQ"
843434192367637_1477970032247380,"לא כתוב.
אבל ידוע ש13 מדינות רכשו טילי פטריוט מהיצרניות לוקהיד מרטין ורייתאון מאז שנות ה-80, כולל ישראל, סעודיה, כווית וקטאר.
במערכת אמ;לק חושדים שמדובר בתוכן ממומן של לוקהיד מרטין שפתחה לפני כשנתיים משרד בישראל. אבל זה רק חשד, אז לא יירטנו את זה...",http://www.themarker.com/wallstreet/1.3935810," "
843434192367637_1477813142263069,"בניגוד לששת פלאי העולם האחרים, מעולם לא הוכח שהגנים התלויים של בבל היו קיימים אי פעם. לפי ממצאים שהתגלו כעת ע״י דאע״ש בעיראק, ייתכן שהגנים לא היו בבבל – אלא דווקא בשטח האויבת המושבעת שלה, ממלכת אשור.",http://bit.ly/2nPeZNo,"מי היה מאמין שארגון הטרור הרצחני יסייע בפתרון תעלומה פרה-היסטורית"
843434192367637_1477514372292946,"אמו תתרום גם היא את כלייתה לאישה זרה

#קליקבייט_מוות_רק_הפוך
#שאפו_לתורמים",http://bit.ly/2nztkhW,"כאשר תרם מאיר חלוץ כליה לאדם שלא הכיר והציל את חייו, הוא לא שיער שכמה חודשים אחר כך זה מה שיקרה >>> bit.ly/2nztkhW"
843434192367637_1476844782359905,"פלמידה אדומה על שני מיניה",http://www.haaretz.co.il/food/fish-and-seafood/1.3932028,"כי לא באמת חשבתם שהדג שהיפנים סוגדים לו נמכר בקופסאות, 4 ב-10 שקלים"
843434192367637_1476679795709737,"השפתיים נפוחות כי היא בהריון, הסוד הוא שעברה הפלה בעבר.",http://bit.ly/2mIuzve,""אפילו השפתיים שלך התנפחו": כוכבת הילדים ימית סול חושפת סוד כואב 

http://bit.ly/2mIuzve"
843434192367637_1476531712391212,"עובר לו בראש כל מיני הצדקות ללמה הוא בסדר.
לא עובר לו בראש שהוא דושבג רציני.
בנוסף, זה תוכן ממומן לפרסום אתר שמשדך בין גברים אמידים לנשים צעירות ופחות אמידות.
הקאנו קצת.",http://www.mako.co.il/men-weekend/Article-af473bbb423da51006.htm?utm_source=Facebook&utm_medium=MakoPage&utm_campaign=OngoingActivity&Partner=FacebookMako,""שנינו יודעים שבלי 15 אלף שקל בחודש היא בחיים לא היתה יוצאת איתי": מה עובר בראש של אדם שמשלם תמורת תחליף זוגיות? שוגר דדי מדבר"
843434192367637_1476374715740245,"צעירה טענה כי נאנסה במסיבה שנערכה לעובדי רשת מסעדות. החוקרים הוציאו את תמונותיהם של כל עובדי הרשת מכרטיסי העובדים של החברה, וערכו מסדר זיהוי לצעירה. יופי של קליקבייט אונס, וואלה! חדשות.",http://news.walla.co.il/item/3049154?utm_source=facebook&utm_campaign=clicks_to_page&utm_medium=socialfeed&utm_term=social&utm_content=newspage,"יופי של חשיבה"
843434192367637_1475746342469749,"1. סקיני ג'ינס.
2. תיקי צד גדולים.
3. מעילי אוברסייז בעלי כובעים כבדים וגדולים.
4. נעלי עקב.
5. נעליים ללא חלק אחורי.

כמו כן, קליקבייטים עם תמונות סקסיסטיות פוגעות בבריאות הנפש.",http://www.mako.co.il/women-fitness/Article-29c67c49c37da51006.htm?utm_source=Facebook&utm_medium=MakoPage&utm_campaign=OngoingActivity&Partner=FacebookMako,"מחקר חדש מגלה שפריטי הלבוש הכי טרנדיים של העונה עלולים לגרום לבעיות רפואיות לא נעימות בכלל"
843434192367637_1475672642477119,"פרשת אמ;לק מול ישראל היום.
סתם.
התחיל קשר עם ישראלית בהולנד דרך פייסבוק. גל טוען שהיא עברה תאונה והוא הביא אותה על חשבונו לארץ ואפילו לקח בשביל זה חודש חופש מהעבודה. בסוף זו הייתה התחזות.
כך הבנו, מהניסוחים הלא ברורים של גל\הכתבה.",http://bit.ly/2nuPRMV,"שרון גל חושף: זו הסיבה שירדתי למחתרת

http://bit.ly/2nuPRMV

(צילום: ינאי יחיאל)"
843434192367637_1475600449151005,"ההון העצמי הנדרש לרכישת דירת 4 חדרים - 880 אלף שקל.
"בלתי ריאלית".",http://www.calcalist.co.il/real_estate/articles/0,7340,L-3709688,00.html?utm_source=Facebook&utm_medium=Social&utm_campaign=calcal,"מחירי הדיור עלו, ריבית המשכנתאות זינקה וחלום הדירה הולך ומתרחק - תראו כמה הון עצמי צריך כדי לקנות דירת 4 חדרים"
843434192367637_1475411102503273,"1. סינגפור צ'אנגי
2. טוקיו אינטרנשיונל, יפן
3. אניצ'און אינטרנשיונל, סיאול, קוריאה הדרומית
4. נמל מינכן, גרמניה
5. הונג קונג אינטרנשיונל 
6. חמאד אינטרנשיונל, דוחא, קטאר
7. צ'ובו סנט אייר נאגויה, יפן
8. נמל ציריך, שווייץ
9. הית'רו, לונדון, בריטניה
10. נמל פרנקפורט, גרמניה 

*לא רשום בכתבה באיזה מקום נתב"ג, אלא רק שהוא מקום 10 במזה"ת, שזה אומר שהוא ירד ב-3 מקומות יחסית לשנה שעברה. תודה, Calcalist כלכליסט, על ששלחתם אותנו לחפש בשדות זרים כדי לדעת שנתב"ג לא מופיע כלל ברשימת 100 המובילים בעולם.",http://www.calcalist.co.il/local/articles/0,7340,L-3709666,00.html?utm_source=Facebook&utm_medium=Social&utm_campaign=calcal,"במקום הראשון אין שינוי כבר חמש שנים, אבל נתב"ג הידרדר בכמה מקומות"
843434192367637_1474942155883501,"ללא קשר להיותה נכה, הזמרת הוכרזה כאישיות לא רצויה באוקראינה. למה? בגלל שהופיעה בחצי האי קרים לאחר סיפחו לרוסיה. אגב, יש 140 זמרים רוסים ב״רשימה השחורה״ האוקראינית.",http://bit.ly/2msq06w,"המאבק בין רוסיה לאוקראינה מגיע למקומות מכוערים: רוסיה בחרה לשלוח לארוויזיון זמרת נכה - אוקראינה שזעמה על ההחלטה קיבלה החלטה נוראית >>> bit.ly/2msq06w
(צילום: פייסבוק)"
